Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[712]    0.0    0.00    0.00       1         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> >*) [712]
                0.00    0.00       3/2170        Texture::~Texture() [300]
                0.00    0.00       3/67          TreeTypeData::~TreeTypeData() [376]
-----------------------------------------------
                0.00    0.00       1/1           parser::parser_main(int, char**) [2]
[713]    0.0    0.00    0.00       1         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> >*) [713]
                0.00    0.00       7/2170        Texture::~Texture() [300]
-----------------------------------------------
                0.00    0.00       1/1           GroveGenerator::prepare_patch(GrovePrototype&, std::vector<TreeTypeData, std::allocator<TreeTypeData> >&, Heightmap&, GroveMask&, LightVoxelsCube&, Tree*) [4]
[714]    0.0    0.00    0.00       1         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >*) [714]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [580] _GLOBAL__sub_I_GImGui (imgui.cpp) [80] GrassGenerator::prepare_grass_patches(std::vector<Cell, std::allocator<Cell> >&, int, int) [701] LeafHeap::clear_removed()
 [581] _GLOBAL__sub_I__Z14canonical_bboxv (helpers.cpp) [39] GrassGenerator::generate_grass_in_cell(Cell&, Field_2d*) [335] Billboard::Billboard(BBox const&, int, int, int, glm::vec<3, float, (glm::qualifier)0>, bool)
 [582] _GLOBAL__sub_I__Z16demo_02_load_objv (demo.cpp) [556] GroveGenerator::get_generator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [327] Countable::Countable(int)
 [583] _GLOBAL__sub_I__Z17calc_joints_countP6BranchRSt6vectorIiSaIiEE (branch_with_data.cpp) [4] GroveGenerator::prepare_patch(GrovePrototype&, std::vector<TreeTypeData, std::allocator<TreeTypeData> >&, Heightmap&, GroveMask&, LightVoxelsCube&, Tree*) [325] Countable::~Countable()
 [584] _GLOBAL__sub_I__Z20model_to_simple_meshR5ModelR10SimpleMesh (export_scene_internal.cpp) [1] SceneGenerator::generate_grove() [493] GrassType::load_from_blk(Block&)
 [585] _GLOBAL__sub_I__Z21brute_force_selectionP13ParametersSetP6MetricRSt8functionIFvS0_R11GrovePackedEE (parameter_selection.cpp) [672] SceneGenerator::create_scene_auto() [494] GrassType::GrassType()
 [586] _GLOBAL__sub_I__Z23print_clustering_resultR16ClusteringResultbS0_ (clustering_benchmark.cpp) [328] TextureManager::delete_tex(Texture&) [702] GroveMask::set_square(float, float)
 [587] _GLOBAL__sub_I__Z2L2RKSt6vectorIdSaIdEES3_ (pyclustering.cpp) [329] TextureManager::create_unnamed(int, int, bool, int) [40] Heightmap::get_height(glm::vec<3, float, (glm::qualifier)0>)
 [588] _GLOBAL__sub_I__Z6splineRSt6vectorIdSaIdEES2_ (spline.cpp) [14] TextureManager::save_png_directly(Texture&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [703] Heightmap::random_generate(float, float, float)
 [589] _GLOBAL__sub_I__Z8rand_dirv (simple_generator.cpp) [446] TextureManager::create_unnamed_array(int, int, bool, int, int) [278] Heightmap::get_height_simple(glm::vec<3, float, (glm::qualifier)0>)
 [590] _GLOBAL__sub_I__ZN10FpsCounterC2Ev (app.cpp) [354] TextureManager::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [704] Heightmap::Heightmap(glm::vec<3, float, (glm::qualifier)0>, glm::vec<2, float, (glm::qualifier)0>, float)
 [591] _GLOBAL__sub_I__ZN10Visualizer13leaf_to_modelER4LeafP5Modelf (modeling.cpp) [355] TextureManager::empty() [421] Parameter<float>::Parameter(float, std::vector<float, std::allocator<float> >, RandomnessLevel, Uniform*, float, float)
 [592] _GLOBAL__sub_I__ZN11ClusterData8is_validEv (cluster_data.cpp) [15] TextureManager::save_png(Texture&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [397] Parameter<float>::Parameter(float, std::vector<float, std::allocator<float> >, float, float)
 [593] _GLOBAL__sub_I__ZN11GrovePackerC2Eb (grove_packer.cpp) [673] TextureManager::TextureManager(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&) [568] int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)
 [594] _GLOBAL__sub_I__ZN12HBAORendererC2Ev (ambient_occlusion.cpp) [310] BranchCatalogue::add(PackedBranch&, int) [346] TextureAtlas::pixel_offsets(int, glm::vec<4, unsigned int, (glm::qualifier)0>&) const
 [595] _GLOBAL__sub_I__ZN12RenderTarget6createEii (render_target.cpp) [557] BranchCatalogue::BranchCatalogue(int) [342] TextureAtlas::tex_transform(int) const
 [596] _GLOBAL__sub_I__ZN13GrassRendererC2Ev (grass_renderer.cpp) [390] GETreeGenerator::calc_light(GETreeGenerator::Branch&, LightVoxelsCube&, GETreeParameters&) [303] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(char const*) const
 [597] _GLOBAL__sub_I__ZN13GroveRendererC2Ev (grove_renderer.cpp) [7] GETreeGenerator::grow_nodes(GETreeGenerator::Tree&, GETreeParameters&, std::vector<GETreeGenerator::GrowPoint, std::allocator<GETreeGenerator::GrowPoint> >&, GETreeGenerator::SpaceColonizationData&, LightVoxelsCube&, int) [422] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const
 [598] _GLOBAL__sub_I__ZN13HashingParams4loadEP5Block (hashing.cpp) [533] GETreeGenerator::plant_tree(glm::vec<3, float, (glm::qualifier)0>, TreeTypeData*) [406] void std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_assign<std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_assign(std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> > const&)::{lambda(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, true> const*)#1}>(std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> > const&, std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_assign(std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> > const&)::{lambda(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, true> const*)#1} const&)
 [599] _GLOBAL__sub_I__ZN13ImpostorBaker7prepareE7QualityiR11ClusterDataRSt6vectorI12TreeTypeDataSaIS4_EEP13ImpostorsDataRSt14_List_iteratorI8ImpostorE (impostor.cpp) [78] GETreeGenerator::create_leaves(GETreeGenerator::Branch&, GETreeParameters&, int, LightVoxelsCube&) [705] std::_Function_base::_Base_manager<View::pipeline::{lambda()#1}>::_M_manager(std::_Any_data&, View::pipeline::{lambda()#1} const&, std::_Manager_operation)
 [600] _GLOBAL__sub_I__ZN13PythonTreeGen12create_groveE19GroveGenerationDataP4TreeR9Heightmap (python_tree_gen.cpp) [38] GETreeGenerator::set_occlusion(GETreeGenerator::Branch&, LightVoxelsCube&, GETreeParameters&, float) [706] std::_Function_base::_Base_manager<View::interface::{lambda()#1}>::_M_manager(std::_Any_data&, View::interface::{lambda()#1} const&, std::_Manager_operation)
 [601] _GLOBAL__sub_I__ZN13TreeLoaderBlk15trees_directoryB5cxx11E (load_tree_structure.cpp) [417] GETreeGenerator::set_levels_rec(GETreeGenerator::Tree&, GETreeGenerator::Branch&, GETreeParameters&, int) [707] std::_Function_base::_Base_manager<Event::handler::{lambda()#1}>::_M_manager(std::_Any_data&, Event::handler::{lambda()#1} const&, std::_Manager_operation)
 [602] _GLOBAL__sub_I__ZN14DefferedTarget6createEii (deffered_target.cpp) [19] GETreeGenerator::remove_branches(GETreeGenerator::Tree&, GETreeGenerator::Branch&, GETreeParameters&, LightVoxelsCube&) [296] std::_Function_base::_Base_manager<mipmap(Texture, int, int, int)::{lambda(Model*)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<mipmap(Texture, int, int, int)::{lambda(Model*)#1}> const&, std::_Manager_operation) (std_function.h)
 [603] _GLOBAL__sub_I__ZN14GrassGenerator15set_grass_typesERKSt3mapINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE9GrassTypeSt4lessIS6_ESaISt4pairIKS6_S7_EEER5Block (grass_generator.cpp) [331] GETreeGenerator::recalculate_radii(GETreeGenerator::Tree&, GETreeGenerator::Branch&, GETreeParameters&) [298] std::_Function_base::_Base_manager<TextureAtlas::gen_mipmaps(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)::{lambda(Model*)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<TextureAtlas::gen_mipmaps(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)::{lambda(Model*)#1}> const&, std::_Manager_operation) (std_function.h)
 [604] _GLOBAL__sub_I__ZN14GroveGenerator13get_generatorERNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE (grove_generator.cpp) [396] GETreeGenerator::distribute_resource(GETreeGenerator::Branch&, GETreeParameters&) [434] std::_Function_base::_Base_manager<TextureAtlas::increase_capacity_tex(Texture&, int)::{lambda(Model*)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<TextureAtlas::increase_capacity_tex(Texture&, int)::{lambda(Model*)#1}> const&, std::_Manager_operation) (std_function.h)
 [605] _GLOBAL__sub_I__ZN15BranchCatalogueC2Ei (grove.cpp) [79] GETreeGenerator::finalize_generation(Tree*, LightVoxelsCube&) [569] std::_Function_base::_Base_manager<GenerationJob::remove_unused_borders()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<GenerationJob::remove_unused_borders()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}> const&, std::_Manager_operation) (std_function.h)
 [606] _GLOBAL__sub_I__ZN15DebugVisualizerC2Ev (visualizer.cpp) [81] GETreeGenerator::create_initial_trunk(GETreeGenerator::Tree&, GETreeParameters&) [440] std::_Function_base::_Base_manager<GenerationJob::generate()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<GenerationJob::generate()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}> const&, std::_Manager_operation) (std_function.h)
 [607] _GLOBAL__sub_I__ZN15GETreeGenerator3idsE (GE_generator.cpp) [31] GETreeGenerator::SpaceColonizationData::find_best_pos(LightVoxelsCube&, float, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, float, glm::vec<3, float, (glm::qualifier)0>&, float&) [273] std::_Function_base::_Base_manager<GETreeGenerator::SpaceColonizationData::find_best_pos(LightVoxelsCube&, float, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, float, glm::vec<3, float, (glm::qualifier)0>&, float&)::{lambda(glm::vec<3, float, (glm::qualifier)0>&)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<GETreeGenerator::SpaceColonizationData::find_best_pos(LightVoxelsCube&, float, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, float, glm::vec<3, float, (glm::qualifier)0>&, float&)::{lambda(glm::vec<3, float, (glm::qualifier)0>&)#1}> const&, std::_Manager_operation) (std_function.h)
 [608] _GLOBAL__sub_I__ZN15TerrainRendererC2ER9HeightmapN3glm3vecILi3EfLNS2_9qualifierE0EEENS3_ILi2EfLS4_0EEES6_ (terrain_renderer.cpp) [63] GETreeGenerator::add_SPCol_points_solid_angle(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, float, int, float, GETreeGenerator::SpaceColonizationData&) [291] std::_Function_base::_Base_manager<BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams)::{lambda(Model*)#2}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams)::{lambda(Model*)#2}> const&, std::_Manager_operation) (std_function.h)
 [609] _GLOBAL__sub_I__ZN16ImpostorRendererD2Ev (impostor_renderer.cpp) [64] GETreeGenerator::prepare_nodes_and_space_colonization(GETreeGenerator::Tree&, GETreeGenerator::Branch&, GETreeParameters&, std::vector<GETreeGenerator::GrowPoint, std::allocator<GETreeGenerator::GrowPoint> >&, GETreeGenerator::SpaceColonizationData&, int) [316] std::_Function_base::_Base_manager<BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams)::{lambda(Model*)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams)::{lambda(Model*)#1}> const&, std::_Manager_operation) (std_function.h)
 [610] _GLOBAL__sub_I__ZN16PlanarShadowsMap12set_occluderEN3glm3vecILi3EfLNS0_9qualifierE0EEEfff (grove_generation_utils.cpp) [534] GETreeGenerator::convert(GETreeGenerator::Tree&, Tree&) [503] std::_Function_base::_Base_manager<PostFx::PostFx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)::{lambda(Model*)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<PostFx::PostFx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)::{lambda(Model*)#1}> const&, std::_Manager_operation) (std_function.h)
 [611] _GLOBAL__sub_I__ZN16TreePreprocessor15preprocess_treeER4TreeR5Block (tree_preprocessor.cpp) [535] GETreeGenerator::convert(GETreeGenerator::Tree&, Tree&, GETreeGenerator::Branch&, Branch*) [459] std::_Function_base::_Base_manager<Planter::get_saplings()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<Planter::get_saplings()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}> const&, std::_Manager_operation) (std_function.h)
 [612] _GLOBAL__sub_I__ZN17BillboardCloudRawC2Ev (billboard_cloud.cpp) [5] GETreeGenerator::iterate(LightVoxelsCube&) [287] std::_Function_handler<float (glm::vec<2, float, (glm::qualifier)0>&), GenerationJob::remove_unused_borders()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}>::_M_invoke(std::_Any_data const&, glm::vec<2, float, (glm::qualifier)0>&) (std_function.h)
 [613] _GLOBAL__sub_I__ZN22BillboardCloudRendererC2EP18BillboardCloudData (billboard_cloud_renderer.cpp) [65] LightVoxelsCube::add_heightmap(Heightmap&) [68] std::_Function_handler<float (glm::vec<2, float, (glm::qualifier)0>&), GenerationJob::generate()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}>::_M_invoke(std::_Any_data const&, glm::vec<2, float, (glm::qualifier)0>&) (std_function.h)
 [614] _GLOBAL__sub_I__ZN22SyntheticTreeGeneratorC2ER6SeederRSt6vectorI11ClusterDataSaIS3_EES6_R19GroveGenerationData (synthetic_trees_generator.cpp) [674] LightVoxelsCube::get_vox_sizes() [308] std::_Function_handler<float (glm::vec<2, float, (glm::qualifier)0>&), Planter::get_saplings()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}>::_M_invoke(std::_Any_data const&, glm::vec<2, float, (glm::qualifier)0>&) (std_function.h)
 [615] _GLOBAL__sub_I__ZN25HashBasedClusteringHelper20create_impostor_tempER5BlockP6BranchP17ClusteringContextR24BaseBranchClusteringDataR24ImpostorSimilarityParamsR12TextureAtlasR8Impostor (image_hashing.cpp) [275] LightVoxelsCube::get_occlusion_simple(glm::vec<3, float, (glm::qualifier)0>) [333] std::_Function_handler<void (Model*), mipmap(Texture, int, int, int)::{lambda(Model*)#1}>::_M_invoke(std::_Any_data const&, Model*&&) (std_function.h)
 [616] _GLOBAL__sub_I__ZN26HierarcialClusteringParams4loadEP5Block (hierarcial_clustering.cpp) [6] LightVoxelsCube::set_occluder_pyramid2(glm::vec<3, float, (glm::qualifier)0>, float, float, int) [315] std::_Function_handler<void (Model*), TextureAtlas::gen_mipmaps(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)::{lambda(Model*)#1}>::_M_invoke(std::_Any_data const&, Model*&&) (std_function.h)
 [617] _GLOBAL__sub_I__ZN27GPUImpostorClusteringHelper25prepare_intermediate_dataER5BlockSt6vectorIP20BranchClusteringDataSaIS4_EEP17ClusteringContext (GPU_impostor_metric.cpp) [290] LightVoxelsCube::get_occlusion_projection(glm::vec<3, float, (glm::qualifier)0>) [478] std::_Function_handler<void (Model*), TextureAtlas::increase_capacity_tex(Texture&, int)::{lambda(Model*)#1}>::_M_invoke(std::_Any_data const&, Model*&&) (std_function.h)
 [618] _GLOBAL__sub_I__ZN29DeepHashBasedClusteringHelper24convert_branch_deep_hashER5BlockP6BranchP17ClusteringContextR24BaseBranchClusteringData (deep_hashing.cpp) [675] LightVoxelsCube::clear() [343] std::_Function_handler<void (Model*), BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams)::{lambda(Model*)#2}>::_M_invoke(std::_Any_data const&, Model*&&) (std_function.h)
 [619] _GLOBAL__sub_I__ZN29ImpostorHashClusteringHelper214convert_branchER5BlockP6BranchP17ClusteringContextR24BaseBranchClusteringData (experimental_hashing.cpp) [8] LightVoxelsCube::add_body(Body*, float, bool, float, float) [344] std::_Function_handler<void (Model*), BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams)::{lambda(Model*)#1}>::_M_invoke(std::_Any_data const&, Model*&&) (std_function.h)
 [620] _GLOBAL__sub_I__ZN4Tiny6windowENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEii (TinyEngine.cpp) [385] LightVoxelsCube::get_bbox() [570] std::_Function_handler<void (Model*), PostFx::PostFx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)::{lambda(Model*)#1}>::_M_invoke(std::_Any_data const&, Model*&&) (std_function.h)
 [621] _GLOBAL__sub_I__ZN4gltf17GeneralGltfWriter5clearEv (general_gltf_writer.cpp) [536] LightVoxelsCube::LightVoxelsCube(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, float, float, int, int) [46] std::_Function_handler<void (glm::vec<3, float, (glm::qualifier)0>&), GETreeGenerator::SpaceColonizationData::find_best_pos(LightVoxelsCube&, float, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, float, glm::vec<3, float, (glm::qualifier)0>&, float&)::{lambda(glm::vec<3, float, (glm::qualifier)0>&)#1}>::_M_invoke(std::_Any_data const&, glm::vec<3, float, (glm::qualifier)0>&) (std_function.h)
 [622] _GLOBAL__sub_I__ZN4gltf26accessorComponentTypeSizesE (gltf_structure_writer.cpp) [558] LightVoxelsCube::LightVoxelsCube(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, int, (glm::qualifier)0>, float, int, int) [356] std::_Function_handler<void (), parser::base_init()::{lambda()#1}>::_M_invoke(std::_Any_data const&) (std_function.h)
 [623] _GLOBAL__sub_I__ZN5Audio4initEv (audio.cpp) [18] LightVoxelsCube::LightVoxelsCube(LightVoxelsCube*, glm::vec<3, int, (glm::qualifier)0>, glm::vec<3, int, (glm::qualifier)0>, int, glm::vec<2, float, (glm::qualifier)0>) [539] ClusterPackingLayer* std::__uninitialized_copy<false>::__uninit_copy<ClusterPackingLayer const*, ClusterPackingLayer*>(ClusterPackingLayer const*, ClusterPackingLayer const*, ClusterPackingLayer*)
 [624] _GLOBAL__sub_I__ZN5ImGui15StyleColorsDarkEP10ImGuiStyle (imgui_draw.cpp) [559] LightVoxelsCube::~LightVoxelsCube() [60] std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, AllocData, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, AllocData> > >::~map()
